Name,Control,Region,Locale,AdmissionRate,UndergradPopulation,%White,%Black,%Hispanic,% sian,%AmericanIndian,%PacificIslander,%Biracial,%NonresidentAliens,AverageCost,CompletionRate150time,3YearDefaultRate,MedianDebtonGraduation,MedianDebtonWithdrawal,MedianFamilyIncome,PovertyRate,NumberofUnemployed8yearsafterentry,NumberofEmployed8yearsafterentry,MedianEarnings8yearsAfterEntry
Saint Mary's College,Private,Great Lakes,Large Suburb,0.8568,1470,0.7721,0.0143,0.1177,0.015,0,0,0.0279,0.0163,45920,0.7119,1.6,27000,8750,103102,4.96999979,28,444,41800
Saint Mary's College of California,Private,Far West,Fringe Rural,0.6947,3039,0.4607,0.0392,0.2458,0.1069,0.0026,0.0069,0.0609,0.0194,56500,0.675,4.6,25000,18750,65861,6.42999983,122,1152,50300
Saint Mary's University of Minnesota,Private,Great Plains,Distant Town,0.7485,1897,0.5293,0.0485,0.0538,0.0169,0.0016,0,0.0047,0.0232,38470,0.5516,3.2,23000,12000,75332,5.48000002,38,586,39300
Saint Michael's College,Private,New England,Mid-size Suburb,0.7511,1941,0.8645,0.0227,0.0422,0.017,0.001,0,0.0206,0.0268,48894,0.7481,2.8,27000,11250,96675.5,4.76000023,32,596,41600
Saint Norbert College,Private,Great Lakes,Mid-size Suburb,0.8194,2128,0.9046,0.0056,0.0301,0.0103,0.0066,0.0005,0.0164,0.0258,40204,0.7417,2.5,0,23250,91780.5,3.86999989,40,618,39500
Saint Peter's University,Private,Mid-Atlantic,Large City,0.5408,2369,0.2457,0.2904,0.2908,0.0946,0.0055,0.0038,0.0249,0.0215,40921,0.5332,6.7,25000,11801,42545,11.5799999,85,668,40000
Saint Vincent College,Private,Mid-Atlantic,Large Suburb,0.6875,1532,0.8479,0.0516,0.0359,0.0176,0.002,0.002,0.0098,0.0098,41591,0.6998,4.7,27000,10375,80131,7.09000015,34,522,40600
Saint Xavier University,Private,Great Lakes,Large City,0.5054,2891,0.5022,0.1633,0.2342,0.0263,0.0024,0,0.0173,0.0024,35284,0.4714,5.8,25000,11250,53937,7.51000023,131,1137,40800
Salem State University,Public,New England,Large Suburb,0.6929,7134,0.6993,0.0834,0.1086,0.0324,0.0027,0.001,0.0221,0.0341,20601,0.4558,8.6,25428,12000,51386,7,159,1542,37600
Salisbury University,Public,Mid-Atlantic,Small Suburb,0.5494,7767,0.7401,0.1125,0.0444,0.0246,0.0026,0.0008,0.0375,0.0108,20916,0.6681,6.5,20443,8250,87919.5,5.23000002,119,1820,44100
Salve Regina University,Private,New England,Large Suburb,0.6706,1989,0.7627,0.0156,0.0588,0.0116,0.0005,0.0005,0.0201,0.0151,48219,0.6403,2.7,27000,8750,100931,4.59999991,25,708,44800
Sam Houston State University,Public,Southwest,Distant Town,0.6499,16255,0.5579,0.1793,0.1885,0.0112,0.0042,0.0015,0.0233,0.0124,19173,0.5061,10.5,22224,10500,47405.5,9.5,324,3785,38400
Samford University,Private,Southeast,Large Suburb,0.7697,2995,0.8114,0.0664,0.0664,0.008,0.003,0.0007,0.01,0.0304,38835,0.692,1.3,23236,11250,77481,7.09999991,76,653,41400
San Diego State University,Public,Far West,Large City,0.3121,26625,0.3719,0.0384,0.2946,0.14,0.0027,0.0035,0.0599,0.0409,20252,0.6616,5.2,16460,11004.5,37534,9.47999954,711,6425,44000
San Francisco State University,Public,Far West,Large City,0.6379,25271,0.2409,0.0499,0.2436,0.2917,0.0022,0.006,0.0572,0.0668,22267,0.455,7.2,17775,12000,29962,7.82999992,896,6041,42100
San Jose State University,Public,Far West,Large City,0.6347,25723,0.2254,0.0351,0.2383,0.3561,0.0014,0.0079,0.0522,0.0453,21160,0.4809,4.8,16251,11000,27853.5,6.98000002,575,4353,48100
Santa Clara University,Private,Far West,Mid-size City,0.5122,5404,0.4785,0.0298,0.1745,0.144,0.0013,0.0024,0.0661,0.0298,57213,0.8401,2.9,20500,15291,100259,5.46999979,84,953,61500
Sarah Lawrence College,Private,Mid-Atlantic,Large Suburb,0.6166,1402,0.577,0.0371,0.097,0.0414,0.0007,0.0014,0.0506,0.1113,62636,0.6915,3.3,14812,6375,65944,7.36000013,51,296,37700
Savannah College of Art and Design,Private,Southeast,Mid-size City,0.6547,8750,0.5605,0.1086,0.0805,0.044,0.0056,0.0023,0.0023,0.1168,49179,0.683,8.7,27000,9500,78907,7.01999998,224,1637,29700
Savannah State University,Public,Southeast,Mid-size City,0.8299,4462,0.0417,0.8859,0.0231,0.0016,0.0025,0.0013,0.0264,0.0049,15531,0.2908,20.6,32887,14000,31664,12.5699997,110,859,26800
School of the Art Institute of Chicago,Private,Great Lakes,Large City,0.7184,2641,0.4559,0.0299,0.0629,0.1253,0.0049,0.0015,0.0257,0.2635,55551,0.5404,9.1,25000,12250,42495.5,7.4000001,115,591,28800
Schreiner University,Private,Southwest,Remote Town,0.9262,1051,0.6213,0.0343,0.2902,0.0105,0.0019,0.001,0.0362,0.0048,33631,0.4084,9.7,25200,9500,39382,9.44999981,46,354,34700
Seattle Pacific University,Private,Far West,Large City,0.7214,3354,0.6556,0.0358,0.0844,0.1052,0.0036,0.0009,0.0754,0.0206,45125,0.6899,1.9,25000,11834,81735,5.76000023,96,916,40500
Seattle University,Private,Far West,Large City,0.7323,4595,0.4699,0.0322,0.0908,0.1602,0.0059,0.0067,0.0694,0.1032,50610,0.7663,3.8,25334,11000,59408,6.42000008,137,1364,49500
Seton Hall University,Private,Mid-Atlantic,Large Suburb,0.7916,5632,0.503,0.1326,0.1687,0.0833,0.0032,0.0016,0.0201,0.0268,46869,0.6409,2.8,25000,11000,69730,6.76999998,146,1685,50900
Seton Hill University,Private,Mid-Atlantic,Large Suburb,0.652,1550,0.8142,0.0877,0.0277,0.0058,0.0013,0.0006,0.0271,0.0252,40497,0.6113,6.6,27000,11250,56664,7.42000008,38,531,36000
Sewanee-The University of the South,Private,Southeast,Distant Rural,0.6027,1599,0.8268,0.0482,0.04,0.0194,0,0.0006,0.0394,0.0256,46530,0.7805,4.8,19500,5500,81758,7.26999998,22,247,34300
Shaw University,Private,Southeast,Large City,0.5449,1923,0.0078,0.6906,0.0047,0,0.0031,0.0062,0.0016,0.0146,27079,0.3044,18.2,39748,10129,25825,12.5500002,182,945,25200
Shenandoah University,Private,Southeast,Small City,0.8456,1859,0.6643,0.1372,0.043,0.0425,0.0194,0.0043,0,0.05,41369,0.4559,7.2,25000,9500,71304,5.32000017,57,591,38100
Shepherd University,Public,Southeast,Fringe Town,0.8102,3695,0.8273,0.0842,0.0263,0.0195,0.0046,0.0014,0.0019,0.0035,14846,0.3792,11.4,23149,9250,59289.5,7.23999977,142,1160,36200
Shippensburg University of Pennsylvania,Public,Mid-Atlantic,Fringe Town,0.8341,6493,0.7995,0.0862,0.041,0.0119,0.0012,0.0009,0.03,0.0051,20840,0.5483,5.7,26000,8750,75275.5,5.57000017,138,2216,40400
Shorter University,Private,Southeast,Small City,0.6807,1518,0.5336,0.168,0.0375,0.0053,0.0033,0.0007,0.0171,0.0277,30642,0.4638,12.1,27475,23290.5,48847,7.65999985,100,937,43000
Siena College,Private,Mid-Atlantic,Large Suburb,0.6805,3102,0.8053,0.038,0.0661,0.0416,0.0023,0.001,0.0245,0.0148,45452,0.7964,2.2,26974,8750,93663,5.75,68,1134,49400
Siena Heights University,Private,Great Lakes,Distant Town,0.6765,2325,0.7609,0.1247,0.0512,0.0138,0.0077,0.0022,0.0202,0.0022,31980,0.431,5.8,18750,14107,48925,6.94000006,77,723,34500
Simmons College,Private,New England,Large City,0.4897,1710,0.6754,0.0556,0.0637,0.0906,0.0018,0.0006,0.0327,0.0322,51093,0.7122,2.1,26000,10750,67781,6.05999994,51,618,46500
Simpson College,Private,Great Plains,Fringe Town,0.8802,1687,0.8743,0.0202,0.0202,0.0095,0.0083,0,0.0184,0.0113,40186,0.6494,3.5,27000,10985.5,71500,5.26000023,41,811,40400
Simpson University,Private,Far West,Small City,0.555,1024,0.624,0.0293,0.1367,0.0586,0.0371,0.0049,0.002,0,33889,0.4724,5.5,16676,12052,44207,10.0900002,85,550,28000
Skidmore College,Private,Mid-Atlantic,Small Suburb,0.3505,2646,0.6349,0.0359,0.0854,0.0578,0,0.0019,0.0446,0.0676,58562,0.8592,3.3,20500,10991.5,79221,7.17000008,47,427,41900
Slippery Rock University of Pennsylvania,Public,Mid-Atlantic,Distant Town,0.6698,7544,0.862,0.0516,0.0213,0.005,0.0011,0.0003,0.0227,0.0065,21303,0.6262,5.2,25719.5,9500,64717,7.36999989,183,2703,36100
Smith College,Private,New England,Large Suburb,0.4308,2606,0.4589,0.048,0.0952,0.1251,0.0019,0.0004,0.048,0.1316,57913,0.8613,3.1,19500,8000,68708.5,7.09999991,89,616,37900
Sonoma State University,Public,Far West,Large Suburb,0.8186,8321,0.545,0.0215,0.2404,0.0418,0.0061,0.002,0.0633,0.0148,23675,0.5392,5.7,18750,11502,46028,6.23000002,244,1889,40800
South Carolina State University,Public,Southeast,Distant Town,0.5079,2876,0.0271,0.951,0.0066,0.0063,0.0003,0.0003,0.0007,0.0014,25265,0.3568,22.6,37000,12250,28809,14.3900003,136,1201,25100
South Dakota School of Mines and Technology,Public,Great Plains,Small City,0.8608,2194,0.8569,0.016,0.0346,0.0137,0.0141,0.0014,0.0356,0.0201,20234,0.4566,5,27100,8774,57505.5,8.60999966,53,690,48600
South Dakota State University,Public,Great Plains,Remote Town,0.919,10048,0.9036,0.0161,0.0181,0.0092,0.009,0.0015,0.0177,0.022,18547,0.5566,4.2,25000,9250,63089,7.09000015,191,3464,38200
Southeast Missouri State University,Public,Great Plains,Small City,0.8546,9382,0.7879,0.1019,0.0153,0.0099,0.0051,0.0002,0.0011,0.0637,17093,0.4891,11.6,22459,9500,47781,10.1000004,217,2344,32500
Southeastern Louisiana University,Public,Southeast,Small City,0.448,11704,0.6875,0.1646,0.0573,0.0069,0.0029,0.0012,0.0555,0.0161,15729,0.3582,8.7,21465,8258.5,32109.5,12.9099999,527,3757,33400
Southeastern Oklahoma State University,Public,Southwest,Distant Town,0.7992,3363,0.5483,0.0562,0.0401,0.0062,0.1948,0.0015,0.1204,0.0324,14050,0.3059,16.3,16443,7271,28378,13.8100004,235,1380,32200
Southeastern University,Private,Southeast,Small City,0.5932,2633,0.6217,0.1375,0.1591,0.0133,0.0042,0.0042,0.0087,0.0091,30333,0.3835,5.6,24250,11000,55937,7.59000015,92,781,28300
Southern Adventist University,Private,Southeast,Large Suburb,0.3826,2693,0.5106,0.1129,0.2024,0.0709,0.0052,0.0063,0.0301,0.055,29085,0.5969,6.3,26266,12500,57374,8.21000004,77,574,33600
Southern Arkansas University Main Campus,Public,Southeast,Remote Town,0.6081,2640,0.6432,0.283,0.0216,0.0072,0.0057,0.0072,0,0.0314,17738,0.2973,18.1,17216.5,8250,27662,14.6599999,129,861,31700
Southern Connecticut State University,Public,New England,Mid-size City,0.7542,8257,0.6037,0.1547,0.1138,0.0241,0.0024,0.0004,0.0235,0.0039,18628,0.4944,5.6,24449.5,11000,62972.5,6.19000006,190,2239,38400
Southern Illinois University-Carbondale,Public,Great Lakes,Small City,0.7887,13220,0.6435,0.2026,0.0709,0.0179,0.0025,0.0011,0.0285,0.0316,24234,0.4337,9.3,22500,10500,47485,8.94999981,512,5562,37400
Southern Illinois University-Edwardsville,Public,Great Lakes,Large Suburb,0.8419,11179,0.7457,0.1452,0.0362,0.0153,0.0023,0.0013,0.0289,0.0096,21137,0.5041,6,22500,9500,56221,7.13999987,277,3209,37800
Southern Methodist University,Private,Southwest,Large Suburb,0.507,6295,0.6556,0.055,0.1172,0.0672,0.0043,0.0011,0.0295,0.0667,57947,0.7902,4,22500,11000,63543.5,6.38000011,148,1304,50400
Southern New Hampshire University,Private,New England,Mid-size City,0.7866,17172,0.2893,0.0518,0.0179,0.0078,0.0046,0.0005,0.0019,0.0249,39677,0.542,6.8,22500,6498,56925,5.07000017,169,1530,38200
Southern Oregon University,Public,Far West,Mid-size Suburb,0.7304,4436,0.6569,0.0225,0.0933,0.0228,0.0176,0.0041,0.0449,0.0273,18285,0.367,10.6,22804,15146,40096.5,8.69999981,203,1436,32700
Southern Polytechnic State University,Public,Southeast,Small City,0.7798,5636,0.5433,0.2145,0.0846,0.0672,0.0023,0.0007,0.0358,0.035,16546,0.3657,6.3,26438,10224,44584,6.9000001,73,765,48900
Southern University and A & M College,Public,Southeast,Mid-size City,0.359,5666,0.0265,0.9453,0.0088,0.003,0.0009,0.0005,0.0088,0.0035,17928,0.3183,9.9,32075,17250,23636,18.3700008,199,1999,28700
Southern University at New Orleans,Public,Southeast,Large City,0.4888,1782,0.0185,0.8328,0.0073,0.0056,0.0017,0,0,0,10889,0.1119,15.1,27269,15750,16097,19.7299995,151,895,26100
Southern Utah University,Public,Rocky Mountains,Remote Town,0.5709,5620,0.8112,0.0128,0.0441,0.0082,0.0173,0.0119,0.0117,0.0518,18042,0.526,6.7,13250,5875,30660.5,9.11999989,395,1539,34000
Southern Wesleyan University,Private,Southeast,Large Suburb,0.937,1314,0.5708,0.2976,0.0335,0.003,0.0038,0.0023,0.0091,0.0213,31054,0.4426,9.7,30575,14750,43811,9.30000019,85,854,36800
Southwest Baptist University,Private,Great Plains,Distant Town,0.9022,2515,0.8231,0.0525,0.0151,0.0083,0.0072,0.0028,0.0119,0,28948,0.5185,9.9,21220,9500,45779.5,9.60999966,136,880,30300
Southwest Minnesota State University,Public,Great Plains,Remote Town,0.6546,2426,0.8318,0.0363,0.0379,0.0227,0.0066,0,0.0251,0.0322,19109,0.4283,7.5,24200,10514,56016,6.07000017,63,1017,34900
Southwestern Assemblies of God University,Private,Southwest,Large Suburb,0.3486,1669,0.6393,0.0989,0.2061,0.0102,0.018,0.006,0.0078,0.0042,29652,0.3238,12.4,26500,9500,40330,9.47999954,85,606,29600
Southwestern College,Private,Great Plains,Distant Town,0.8968,1332,0.5968,0.0968,0.0811,0.0113,0.0165,0.0015,0.0405,0.0315,36472,0.529,6.7,25350,13500,52868,7.61000013,40,578,42500
Southwestern Oklahoma State University,Public,Southwest,Remote Town,0.9026,3985,0.6964,0.0507,0.0755,0.0173,0.0427,0.0013,0.0715,0.0289,16660,0.3292,18.8,16759,8097,35512,11.6400003,266,1906,35200
Southwestern University,Private,Southwest,Large Suburb,0.5217,1528,0.6695,0.0478,0.1898,0.0438,0.0059,0.0013,0.0196,0.0164,46789,0.7008,8.4,26564.5,9500,95160,7.13999987,34,281,41700
Spalding University,Private,Southeast,Large City,0.8108,1277,0.6429,0.2318,0.036,0.0094,0.0023,0.0016,0.036,0.0031,31021,0.4019,8.7,26980.5,12250,33377.5,10.6199999,41,361,40300
Spelman College,Private,Southeast,Large City,0.3802,2129,0,0.8455,0.0033,0.0014,0.0005,0,0.0301,0.0117,41635,0.6763,10.6,27000,17500,54315,11.25,32,474,40600
Spring Arbor University,Private,Great Lakes,Small Suburb,0.6505,2860,0.749,0.1283,0.029,0.008,0.0059,0.0017,0.0206,0.0091,32709,0.5673,5.9,24850,18615,55009.5,6.61000013,154,1258,34800
Spring Hill College,Private,Southeast,Mid-size City,0.4627,1269,0.6643,0.1608,0.0875,0.0071,0.0063,0,0.0236,0.0134,43325,0.5632,8.1,27000,11500,58994,10.7600002,33,379,37500
Springfield College,Private,New England,Mid-size City,0.6992,2157,0.8192,0.0454,0.0468,0.0097,0.0051,0.0009,0.0148,0.0083,44829,0.6856,5.6,25000,14750,50430,9.72999954,165,1673,39900
St Bonaventure University,Private,Mid-Atlantic,Remote Town,0.7999,1787,0.6771,0.0504,0.0655,0.0386,0.0039,0.0028,0.0118,0.0201,41265,0.666,5.6,27000,12000,85354,7.03999996,44,846,38400
St Catherine University,Private,Great Plains,Large City,0.6089,3479,0.6585,0.0992,0.0549,0.1084,0.0095,0.0014,0.0164,0.0103,43356,0.5396,5.2,28500,14750,52083.5,5.73000002,120,1309,43700
St Francis College,Private,Mid-Atlantic,Large City,0.6433,2725,0.3747,0.1974,0.2206,0.033,0.0022,0.0099,0.0228,0.0539,24739,0.5209,11.2,24000,9500,34186,17.6000004,109,657,39300
St John's University-New York,Private,Mid-Atlantic,Large City,0.5316,11147,0.3391,0.1931,0.1639,0.1887,0.002,0.0029,0.0432,0.0499,50233,0.557,9.3,25920,11500,49731,10.3000002,429,3984,48000
St Lawrence University,Private,Mid-Atlantic,Remote Town,0.4643,2391,0.803,0.0314,0.041,0.0184,0.0029,0.0013,0.023,0.0778,57423,0.8038,2.2,27000,10461,90213,6.80000019,47,587,41800
St Mary's College of Maryland,Public,Mid-Atlantic,Small Suburb,0.7204,1794,0.7453,0.0797,0.0647,0.0262,0.0017,0,0.0412,0.0145,29174,0.7931,1.4,21671.5,9500,103581.5,4.61999989,39,383,42900
St Mary's University,Private,Southwest,Large City,0.5823,2390,0.141,0.0351,0.7247,0.0264,0.0021,0.0021,0,0.0414,35160,0.5504,8.3,26685,9750,44525.5,13.96,69,728,40800
St Olaf College,Private,Great Plains,Distant Town,0.5919,3079,0.7843,0.0146,0.0442,0.052,0.0013,0,0.0373,0.0575,50550,0.8708,1.6,26531,12000,98006,4.48999977,55,668,40200
St Thomas Aquinas College,Private,Mid-Atlantic,Large Suburb,0.8224,1279,0.5536,0.0837,0.1955,0.0274,0.0031,0,0.0203,0.0156,36823,0.5278,6.1,23200,14500,80256,7.34000015,45,501,39100
St Thomas University,Private,Southeast,Large Suburb,0.4567,1035,0.0802,0.2396,0.4251,0.0029,0,0.001,0.0126,0.1865,37090,0.3829,7.2,22747.5,13165.5,35584,12.75,79,528,41600
Stanford University,Private,Far West,Large Suburb,0.0569,6980,0.3702,0.063,0.1688,0.1908,0.009,0.0037,0.1079,0.0809,58408,0.9576,1,12224,9083,53935.5,7.55000019,127,1203,76500
State University of New York at New Paltz,Public,Mid-Atlantic,Large Suburb,0.4359,6397,0.6778,0.0553,0.1174,0.0456,0.0028,0.0009,0,0.0191,20428,0.7049,4.6,20500,11000,59391,8.14999962,176,1831,38500
Stephen F Austin State University,Public,Southwest,Fringe Rural,0.5687,10715,0.5723,0.2239,0.1393,0.0093,0.0051,0.0005,0.0235,0.0077,21909,0.4317,12.9,25000,10750,45665,10.0100002,321,3135,36800
Stetson University,Private,Southeast,Mid-size Suburb,0.5925,2711,0.6562,0.0819,0.1387,0.0207,0.003,0.0007,0.0421,0.0443,49939,0.6409,5.1,27000,9500,64137,6.78999996,68,597,36500
Stevens Institute of Technology,Private,Mid-Atlantic,Large Suburb,0.3816,2662,0.6059,0.0248,0.0905,0.0962,0.0004,0,0,0.0421,59479,0.7861,2.6,27000,25000,87408,5.67999983,31,498,79200
Stevenson University,Private,Mid-Atlantic,Fringe Rural,0.5959,3923,0.5758,0.2766,0.041,0.0288,0.0018,0.0023,0.0237,0.0033,38785,0.5613,8.4,25000,9997.5,77520,5.42999983,52,767,45800
Stonehill College,Private,New England,Large Suburb,0.7091,2473,0.8492,0.0344,0.0388,0.0198,0,0.0004,0.017,0.0053,50677,0.8483,0.4,27000,5500,116545,4.9000001,36,700,51700
Stony Brook University,Public,Mid-Atlantic,Large Suburb,0.3948,15724,0.3782,0.0614,0.1032,0.2447,0.0015,0.0015,0.0224,0.0984,20611,0.6593,5.1,20173,12000,42408,9.02000046,473,3811,48200
Suffolk University,Private,New England,Large City,0.825,5535,0.4094,0.0538,0.1115,0.0752,0.0013,0.0002,0.0152,0.1893,45280,0.5489,7.1,27000,9500,64594,6.07999992,140,1568,46000
Sul Ross State University,Public,Southwest,Remote Town,0.522,2000,0.2615,0.0695,0.624,0.0025,0.0045,0.001,0.0155,0.0045,17254,0.2851,15.4,16728,10000,23682,20.6000004,130,1042,33000
SUNY at Albany,Public,Mid-Atlantic,Small City,0.5545,12542,0.5347,0.1442,0.1323,0.0757,0.0028,0.0015,0.0257,0.0489,21249,0.6638,5.9,21500,10205,60558,8.10000038,310,3827,44100
SUNY at Binghamton,Public,Mid-Atlantic,Mid-size Suburb,0.4287,12940,0.5386,0.0504,0.0955,0.1413,0.0011,0.0005,0.0238,0.1123,21966,0.8077,3.5,20500,11625,57865.5,8.77999973,252,2789,52100
SUNY at Fredonia,Public,Mid-Atlantic,Distant Town,0.5154,5049,0.8071,0.0495,0.0473,0.0204,0.0032,0.001,0.0083,0.0285,20802,0.6443,6.5,24250,10250,75269.5,6.92999983,124,1853,35700
SUNY at Purchase College,Public,Mid-Atlantic,Large Suburb,0.3319,4017,0.5738,0.0802,0.1847,0.0324,0.002,0.0007,0.0431,0.0197,22381,0.5971,6.2,23250,9500,63153,8.47999954,159,1111,30900
SUNY College at Brockport,Public,Mid-Atlantic,Fringe Town,0.4774,7040,0.7435,0.0783,0.0477,0.0138,0.0026,0.0004,0.0199,0.0075,19511,0.6676,5.6,21500,17304,62559,7.09000015,179,2662,37600
SUNY College at Cortland,Public,Mid-Atlantic,Distant Town,0.4683,6394,0.7136,0.0432,0.1017,0.0106,0.0019,0.0006,0.017,0.0061,21840,0.6951,3.6,21654,10500.5,77274.5,6.55000019,97,2191,40400
SUNY College at Geneseo,Public,Mid-Atlantic,Distant Town,0.4566,5463,0.7516,0.0291,0.0619,0.0659,0.0022,0.0007,0.0245,0.0238,21004,0.7794,2,20500,13200,84076,6.32999992,82,1560,42500
SUNY College at Old Westbury,Public,Mid-Atlantic,Large Suburb,0.5804,4045,0.3224,0.3053,0.2131,0.0907,0.0022,0.0037,0.0279,0.0111,15888,0.3649,11.4,17000,12469,34319,11.0200005,153,961,39000
SUNY College at Oswego,Public,Mid-Atlantic,Distant Town,0.4863,7245,0.793,0.0592,0.0876,0.0173,0.0017,0.0007,0.0231,0.016,21222,0.5785,7,23000,10900,63043,8.17000008,219,2757,36400
SUNY College at Plattsburgh,Public,Mid-Atlantic,Distant Town,0.4564,5494,0.7084,0.0617,0.0863,0.0206,0.0033,0.0005,0.0177,0.0575,20371,0.6033,7,22475.5,15500,65821,8.30000019,157,2086,36600
SUNY College at Potsdam,Public,Mid-Atlantic,Remote Town,0.6837,3683,0.7244,0.0684,0.082,0.0136,0.013,0.0008,0.0274,0.0106,19829,0.5132,8,26000,10277,61089,9.07999992,158,1400,33700
SUNY College of Environmental Science and Forestry,Public,Mid-Atlantic,Mid-size City,0.5052,1694,0.8725,0.013,0.0242,0.0272,0.0018,0.0006,0.0236,0.0171,22550,0.716,3.7,20000,11500,67355,7.38000011,57,499,38200
SUNY Empire State College,Public,Mid-Atlantic,Small Suburb,0.8053,9793,0.6466,0.1464,0.1032,0.015,0.0053,0.0026,0.0199,0.0322,19755,0.2448,9.1,25000,14250,32531.5,10.0900002,567,2618,38700
SUNY Institute of Technology at Utica-Rome,Public,Mid-Atlantic,Mid-size Suburb,0.4754,1714,0.8069,0.0758,0.0554,0.0309,0.0018,0.0018,0.0187,0.0088,19843,0.4778,6.3,18000,8613.5,40836.5,9.61999989,68,883,44800
SUNY Maritime College,Public,Mid-Atlantic,Large City,0.6396,1565,0.7188,0.0364,0.0895,0.0377,0.0006,0.0006,0.0096,0.0294,21493,0.5014,6.5,27000,12500,79477.5,6.94999981,16,402,68300
SUNY Oneonta,Public,Mid-Atlantic,Remote Town,0.5073,5759,0.8175,0.0328,0.087,0.0155,0.0023,0.0005,0,0.0135,20762,0.6978,6.5,22870.5,11667,72432,7.05999994,161,2100,37300
Susquehanna University,Private,Mid-Atlantic,Distant Town,0.7233,2138,0.8382,0.0533,0.0547,0.014,0.0014,0.0014,0.0234,0.0136,49025,0.747,3.7,25000,6225,89238,4.98000002,27,562,47100
Swarthmore College,Private,Mid-Atlantic,Large Suburb,0.1432,1524,0.4278,0.0558,0.1404,0.1542,0.0013,0,0.0827,0.0853,58481,0.9342,0,19000,10051,89473,6.98000002,24,174,41300
Syracuse University,Private,Mid-Atlantic,Mid-size City,0.4949,14738,0.5567,0.0894,0.1076,0.0807,0.0071,0.0005,0.0257,0.0936,55600,0.8108,3.7,27000,16750,80005.5,7.55000019,201,3177,50800
Tarleton State University,Public,Southwest,Remote Town,0.5682,11328,0.6878,0.0994,0.1548,0.0117,0.0064,0.0026,0.0269,0.0049,17709,0.4336,9.1,21500,11000,42847,9.06000042,299,2645,37900
Taylor University,Private,Great Lakes,Distant Town,0.876,1873,0.8735,0.023,0.0267,0.0256,0.0027,0.0021,0.0075,0.0379,38845,0.7415,3.4,24712.5,11875,71404,5.25,84,727,32800
Temple University,Public,Mid-Atlantic,Large City,0.6387,27511,0.6028,0.1352,0.0542,0.1011,0.0019,0.0009,0.0232,0.0348,27247,0.6632,5.6,25799,13751,56155,8.35000038,861,7930,43600
Tennessee Technological University,Public,Southeast,Remote Town,0.9316,9827,0.8229,0.0371,0.024,0.012,0.0018,0.0004,0.023,0.0747,19900,0.5064,8.7,15625,7000,45109,10.1300001,208,1982,34400
Tennessee Wesleyan College,Private,Southeast,Distant Town,0.713,1068,0.8202,0.0721,0.0178,0.0103,0.0009,0.0037,0.0159,0.03,28119,0.4444,9.5,21000,8750,45726.5,10.3000002,35,342,34600
